nombre,marca,cantidades_disponibles,precio,precio_original,descripcion,referencia,url_producto,url_imagen
MARC JACOBS DAISY DREAM EAU DE TOILETTE,,50ml,$124.901,$178.430,"Daisy Dream de Marc Jacobs es un Eau de Toilette para mujer. Este perfume toma su inspiración en un florecido campo de margaritas blancas bajo un cielo azul, despejado y soleado. En él se reflejan detalles de una elegancia muy natural y espontánea, una reinterpretación más casual del clásico Daisy. Con esta fragancia la firma pretendía dar la bienvenida al verano, por ello se trata de un perfume fresco y etéreo, un aroma de ensueño que nos invita a dar rienda suelta a la imaginación, a volar, a soñar y a percibir sobre la piel la calidez que trae consigo la época estival. Daisy Dream es un perfume creado para soñar, para viajar a mundos lejanos y transformarnos en las protagonistas de un cuento de hadas. Una fragancia suave y delicada que nos invita a un universo mágico.",1661,https://www.rp-luxury.com/es/fragancias-femeninas/1661-3736-marc-jacobs-daisy-dream-eau-de-toilette.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1661.jpg
CALVIN KLEIN ETERNITY BLACK FLAME WOMAN EDP,,50ml | 100ml,$133.441,$190.630,"Eternity Flame For Women representa al amor verdadero, a la devoción y deseo sentido entre dos personas. Su aroma representa todas las fases de dicho amor, comenzando en un tórrido romance, progresando hasta una relación consolidada y finalizando en momentos de pasión y euforia, dando así un giro inesperado a la frescura y la transparencia que representa Eternity en el mundo de la perfumería.",1658,https://www.rp-luxury.com/es/oportuluxury/1658-3675-calvin-klein-eternity-black-flame-woman-edp.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1658.jpg
CALVIN KLEIN ETERNITY FOR WOMAN EAU DE PARFUM,,50ml,$142.395,$189.860,"Eternity es un Eau de Parfum. Bajo el indiscutible sello de Calvin Klein, esta es una fragancia para mujeres de alma romántica, de firmes valores sobre la amistad, el amor y la fidelidad, comprometidas con su tiempo. Eternity es fragancia que fue creada como símbolo del amor: una celebración del afecto, la ternura, el amor y la amistad eterna entre un hombre y una mujer, sin fecha de caducidad. Una exquisita fragancia que ofrece un irresistible primer instante de frescura, que se transforma en un delicado bouquet floral que abraza la piel durante todo el día.",1657,https://www.rp-luxury.com/es/fragancias-femeninas/1657-1697-calvin-klein-eternity-for-woman-eau-de-parfum-.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1657.jpg
BURBERRY MY BURBERRY EAU DE TOILETTE,,50ml | 90ml,$114.590,$163.700,"Descubra la alegre fragancia que captura toda la esencia de un jardín primaveral con pétalos rociados por la lluvia. Esta fresca interpretación de la fragancia My Burberry original es un gran floral luminoso. Presenta notas de salida de guisante dulce y flor de limonero, que se funden con un corazón de peonías, flor de melocotonero y freesia, para acabar en delicadas notas de rosa de Damasco rociada por la lluvia, musgo blanco y un toque de almizcle. El frasco de cristal incorpora los detalles más icónicos del trench coat de Burberry en algodón de gabardina color piedra.",1653,https://www.rp-luxury.com/es/fragancias-femeninas/1653-1689-burberry-my-burberry-eau-de-toilette-.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1653.jpg
GUCCI GUILTY EAU DE TOILETTE,,30ml | 50ml | 75ml,$72.450,$103.500,"Gucci Guilty es un Eau de Toilette para mujer. En ella, se dibuja a una mujer atrevida y pícara, que siempre actúa con prudencia. Conoce sus puntos fuertes y es capaz de potenciar sus facetas más débiles. Una chica femenina y sensual, con un atractivo infinito y una belleza embriagante. Una auténtica heroína del siglo XXI.",1645,https://www.rp-luxury.com/es/fragancias-femeninas/1645-1674-gucci-guilty-eau-de-toilette-.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1645.jpg
GUCCI BLOOM ACQUA DI FIORI EAU DE TOILETTE,,50ml,$219.600,,"Acqua Di Fiori presenta un nuevo capítulo al mundo de Gucci Bloom. La adición de Green Galbanum y los delicados cogollos Cassis aportan la frescura suave y húmeda del pétalo temprano y una composición ligera y acuática al aroma característico, diseñado para celebrar la autenticidad, vitalidad y energía alegre de las mujeres.",1644,https://www.rp-luxury.com/es/fragancias-femeninas/1644-1672-gucci-bloom-acqua-di-fiori-eau-de-toilette-.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1644.jpg
GUCCI BLOOM NETTARE DI FIORI EAU DE PARFUM,,50ml | 100ml,$265.625,$312.500,"Intenso Nettare Di Fiori presenta un nuevo capítulo al mundo de Gucci Bloom. Desarrollado en colaboración creativa con Alberto Morillas, el aroma original se intensifica en una versión Floral Chipre que captura el carácter auténtico de una mujer. El aroma transmite un sentido más profundo de feminidad en la mezcla leñosa y sensual con notas altas de jengibre y rosa, y un final suave y enigmático con notas base de pachulí, almizcles y osmanto.",1643,https://www.rp-luxury.com/es/fragancias-femeninas/1643-1671-gucci-bloom-nettare-di-fiori-eau-de-parfum.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1643.jpg
BOSS THE SCENT FOR HER EAU DE PARFUM,,50ml | 100ml,$146.860,$209.800,"Esta temporada, descubra una versión luminosa y ligera de BOSS The Scent For Her. El eau de parfum original se presenta ahora en un sugerente eau de toilette inspirado en la belleza de la primavera. Una nueva fragancia elegante que se abre con una explosión vigorizante de pimienta rosa y mandarina verde, seguida de un buqué de fresia y azahar. Las notas principales se desvanecen con delicadeza para dar paso a un aroma base de cacao embriagador.",1635,https://www.rp-luxury.com/es/oportuluxury/1635-1975-boss-the-scent-for-her-eau-de-parfum-.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1635.jpg
BVLGARI GOLDEA EAU DE PARFUM WOMAN,,25ml | 50ml | 90ml,$136.000,$170.000,"GOLDEA: la nueva fragancia femenina de BVLGARI, un homenaje al oro y al icono del sol. Una invitación a un viaje olfativo excepcional que proviene de la imaginación de un perfumero-joyero y remite a una metáfora de la Época Dorada Universal. Es un tributo al icono de la luz, la sensualidad, el oro- en la historia, la literatura y el cine por más de dos mil años: Cleopatra.",1626,https://www.rp-luxury.com/es/fragancias-femeninas/1626-1640-bvlgari-goldea-eau-de-parfum-woman.html#/25-talla-25ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1626.jpg
BVLGARI ROSE GOLDEA EAU DE PARFUM,,50ml | 90ml,$210.000,,"Bulgari revela Rose Goldea – el nuevo tributo a la feminidad combinando la apasionada rosa con sofisticados almizcles en una mezcla de deseo. Inspirada por el icónico diseño serpenti, Rose Goldea es una joya de seducción. Creada para la mujer Bulgari moderna, el aura de Cleopatra vive en esta cautivadora colección, dentro de la feminidad del día de hoy.",1625,https://www.rp-luxury.com/es/fragancias-femeninas/1625-1638-bvlgari-rose-goldea-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1625.jpg
NINA RICCI L´AIR DU TEMPS EAU DE TOILETTE,,30ml | 50ml | 100ml,$190.000,,"L ’Air du Temps, de Nina Ricci: una fragancia icónica. En 1948, la guerra terminó y el el mundo comienza a respirar, soñar y hacer planes una vez más. Durante esta oleada de alegría y creatividad, el perfume legendario L ’Air du Temps nació, simbolizando paz y eterna juventud: una vida viva fragancia soleada en amarillo y colores dorados L ’Air du Temps defiende valores eternos y universales: Paz, libertad y amor.",1613,https://www.rp-luxury.com/es/fragancias-femeninas/1613-1617-nina-ricci-lair-du-temps-eau-de-toilette.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1613.jpg
RABANNE LADY MILLION PRIVÉ EDP 80 Ml,,80ml,$174.300,$249.000,"Lady Million Privé, de Paco Rabanne. La fiesta es muy privada. La noche, joven e intensamente viva. ¿Estás lista? Esta adrenalina es adictiva. Más íntimo Increíblemente femenino. Únete a la fiesta privada.",1607,https://www.rp-luxury.com/es/oportuluxury/1607-2866-rabanne-lady-million-prive-edp-80-ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1607.jpg
COACH DREAMS EAU DE PARFUM SPRAY,,40ml | 60ml | 90ml,$198.000,,"El Eau de Parfum Spray de Coach Dreams es una fragancia floral afrutada para mujeres con energía joven y lúdica que brilla e inspira. Coach Dreams irradia positividad con facetas cítricas brillantes y maderas cálidas. Ya sea que esté bien sentado en su tocador o rociado en sus puntos de pulso, cada momento es especial gracias al jugo rosa apagado y los detalles ornamentados de la botella. En resumen, Dreams es una opción de fragancia lujosa para aquellos con un gusto sofisticado y una actitud despreocupada. Los sueños son un aroma al que vale la pena prestarle atención. Tiene una sensación moderna pero vintage que está en consonancia con la reciente tendencia del perfume rosado, pero es un estilo clásico de botella y los detalles de cuero mantienen su herencia en la artesanía y los artículos de cuero.",1588,https://www.rp-luxury.com/es/fragancias-femeninas/1588-1578-coach-dreams-eau-de-parfum-spray-.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1588.jpg
GUCCI BLOOM AMBROSIA DI FIORI EAU DE PARFUM,,50ml | 100ml,$153.720,$219.600,"Descubra Ambrosia di Fiori, un nuevo capítulo de la historia de Gucci Bloom concebida por Alessandro Michele y creada por el maestro perfumista Alberto Morillas. Evocando un banquete propio del mundo antiguo, la ambrosía era el sustento de los dioses griegos que concedía la inmortalidad a todo aquel que lo bebía. El nombre de este precioso néctar y la magia que emana se entretejen con el vibrante ramillete de la fragancia. La mezcla parte con el eau de parfum Gucci Bloom original conformado por un trío de extracto de yemas de jazmín, nardo y piscuala, y se combina con nuevos ingredientes que intensifican la fragancia floral: el exclusivo orris aterciopelado, un derivado del lirio resina utilizado originalmente por los dioses romanos y griegos como aceite esencial, y la rosa damascena, que se recolecta a primera hora de la mañana para lograr el máximo aroma de esta flor.",1580,https://www.rp-luxury.com/es/fragancias-femeninas/1580-1568-gucci-bloom-ambrosia-di-fiori-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1580.jpg
KENZO FLOWER BY KENZO POPPY BOUQUET EDP,,30ml | 50ml | 100ml,$149.800,,"Flower By Kenzo Poppy Bouquet, el nuevo perfume ultra floral de Kenzo. Con Poppy Bouquet, la amapola desvela toda su generosidad en un ramo. El frescor de la Pera Nashi introduce una explosión floral muy pop: un sensual mix-and-match de Rosa Búlgara y Gardenia con fondo adictivo de Madera de Almendro.",1573,https://www.rp-luxury.com/es/destacados/1573-1554-kenzo-flower-by-kenzo-poppy-bouquet-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1573.jpg
AZZARO MADEMOISELLE TRES FLORALE EDT 30 Ml,,30ml,$110.000,,"Ahora que el clima cálido ha llegado, ella puede mostrar su carita bonita. Mademoiselle está de vuelta y es impresionante, radiante, radiante de felicidad. Deja un nuevo Eau de Toilette a su paso, el aroma de la frescura romántica: Mademoiselle Eau Très Florale de Azzaro, o la fragancia de París en primavera.",1547,https://www.rp-luxury.com/es/fragancias-femeninas/1547-3700-azzaro-mademoiselle-tres-florale-edt-30-ml.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1547.jpg
DAVIDOFF COOL WATER WOMAN EAU DE TOILETTE,,30ml | 50ml | 100ml,$68.040,$97.200,"Davidoff se inspira en el elemento natural del agua para materializar la belleza innata que reside en la mujer en su perfume Cool Water Woman. El primer golpe de olor del perfume Cool Water Woman de Davidoff mezcla el frescor del océano con el exotismo afrutado de la grosella negra, la piña y el melón. La nota floral de esta fragancia femenina de Davidoff viene de la mano del lirio del valle, que deja un aroma suave y delicado muy propio de las flores blancas. El aura del perfume Cool Water Woman, la proporcionan la madera sensual y la madera frutal que crean un embriagador y envolvente aroma en el ambiente. El perfume Cool Water Woman de Davidoff es una fragancia fresca, y vital que proporciona una sensación de libertad y ligereza para disfrutar de sus aromas.",1545,https://www.rp-luxury.com/es/fragancias-femeninas/1545-3720-davidoff-cool-water-woman-eau-de-toilette.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1545.jpg
BURBERRY HER EAU DE PARFUM,,50ml | 100ml,$219.600,,"Burberry, reinventa el pasado remasterizando su primera fragancia con un toque femenino y de espíritu libre. La fragancia se abre con una explosión de bayas: alegre y adictiva. Optimista, enérgica, aventurada y decidida: así es la esencia de Her. Capturamos en Londres, una metrópolis exquisita, bulliciosa, creativa, ecléctica y llena de vida. El frasco es lujoso pero discreto, inspirado en el diseño de una fragancia Burberry de nuestros archivos.",1493,https://www.rp-luxury.com/es/fragancias-femeninas/1493-1432-burberry-her-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1493.jpg
SISLEY SOIR DE LUNE EAU DE PARFUM,,30ml | 50ml | 100ml,$228.900,,"Fragancia sensual, sofisticada, Soir de Lune es un perfume de entendidos. De esos que Isabelle y Hubert d’Ornano se complacen en preparar dando pequeñas pinceladas, a la manera de un cuadro. Un perfume fruto de uno de sus tantos esbozos. Una fórmula floral y chipre que Isabelle d’Ornano imaginó despojada de tendencias. De esas estelas que se aprecian mucho mejor directamente en la piel. Isabelle y Hubert d’Ornano no escatimaron en nada para crear este perfume excepcional, confeccionado con los mejores materiales, sin limitación de precio. Una joya cincelada con pasión, sin ataduras. El fruto de seis años de trabajo.",1492,https://www.rp-luxury.com/es/fragancias-femeninas/1492-1429-sisley-soir-de-lune-eau-de-parfum-.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1492.jpg
MUGLER ALIEN EDP RECARGABLE,,30ml | 60ml | 90ml,$231.000,,"Alien de Thierry Mugler es un Eau de Parfum para mujer. Por su estructura olfativa y visual, se ha coronado como uno de los perfumes más innovadores del mercado en los últimos años, y desde el momento de su lanzamiento no ha dejado indiferente a nadie. Esta fragancia original y única, sigue la línea de todos los perfumes de la firma, esencias intensas y que quedan grabadas en la mente de todos. Alien, es una creación llena de misterio, un talismán mágico, para mujeres seductoras y enigmáticas, en búsqueda de nuevas experiencias, mujeres sexys y radiantes, que no dejan escapar las oportunidades que les brinda la vida. Su estela aromática está protagonizada por una flor: el jazmín. Al ser una fragancia que pretende destacar un solo elemento, no sigue la pirámide olfativa clásica y deja a un lado los aromas cítricos iniciales, para entrar pisando fuerte, con notas cálidas y seductoras. Estamos ante una creación compuesta con pocos ingredientes, pero todos ellos combinados estratégicamente, para hacer de cada uno de ellos joyas de la alta perfumería. Alien es un perfume que realza y sublima la belleza natural de cada mujer, adaptándose a cada una de nosotras como si de una segunda piel se tratase, y proyectando así seguridad y confianza.",1476,https://www.rp-luxury.com/es/fragancias-femeninas/1476-1419-mugler-alien-edp-recargable.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1476.jpg
MISS DIOR ROSE N`ROSES EAU DE TOILETTE,,30ml | 50ml | 100ml | 150ml,$197.120,$281.600,"Miss Dior Rose N'Roses, la eau de toilette cuya estela encarna la abundancia floral de los campos de rosas de Grasse. La frescura de infinitos pétalos de colores, la energía vivificante de una rosa hespéride: Miss Dior Rose N'Roses es una fragancia floral y chispeante, una profusión de rosas de Grasse refrescadas por una cáscara de bergamota y acentuadas por la intensidad de una nota de almizcle blanco.",1471,https://www.rp-luxury.com/es/oportuluxury/1471-1386-miss-dior-rose-nroses-eau-de-toilette.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1471.jpg
MICHAEL KORS WONDERLUST EAU DE PARFUM,,30ml | 50ml | 100ml,$147.000,$210.000,"Presentamos Michael Kors Wonderlust, una nueva fragancia que trata sobre el viaje, evocando un deseo de vida donde la belleza, la espontaneidad y la sensualidad son el destino final. Una mezcla de flores lujosas mezcladas con notas deliciosamente especiadas, evoca el lujo elegante y despreocupado de un escape improvisado.",1467,https://www.rp-luxury.com/es/oportuluxury/1467-1384-michael-kors-wonderlust-eau-de-parfum-.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1467.jpg
GIVENCHY ANGE OU DEMON EAU DE PARFUM 30 Ml,,30ml,$126.000,$180.000,"Una mujer con un aura de misterio embriagadora. Enigmática, fascinante, encantadora, escurridiza. Un ángel... ¿O todo lo contrario? Tan solo ella lo sabe. La seducción opcional es siempre un misterio.",1284,https://www.rp-luxury.com/es/fragancias-femeninas/1284-6716-givenchy-ange-ou-demon-eau-de-parfum-30-ml.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1284.jpg
NINA RICCI ROUGE EAU DE TOILETTE,,30ml | 50ml | 80ml,$93.100,$133.000,"Nina Rouge de Nina Ricci es un Eau de Toilette para mujeres. La manzana que inspiró a la fragancia original se transforma ahora en una manzana de caramelo, roja, brillante y “radicalmente gourmand” como indica su creador.",1234,https://www.rp-luxury.com/es/fragancias-femeninas/1234-1349-nina-ricci-rouge-eau-de-toilette.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1234.jpg
JEAN PAUL GAULTIER LA BELLE EAU DE PARFUM,,30ml | 50ml,$160.000,,"Adéntrate en el jardín de Jean Paul Gaultier: un lugar de tentación y seducción entre La Belle y Le Beau, las nuevas fragancias para mujer y para hombre firmados por Jean Paul Gaultier Este Eau de Parfum de Jean Paul Gaultier para mujer mezcla el aroma adictivo de la vaina de vainilla, el frescor de la bergamota y la vitalidad de la pera. Una estela luminosa y adictiva para una mujer atractiva y ultra femenina.",1232,https://www.rp-luxury.com/es/destacados/1232-1344-jean-paul-gaultier-la-belle-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1232.jpg
MOSCHINO TOY 2 EAU DE PARFUM,,30ml | 100ml,$123.900,,"La frescura de una salida y un corazón optimista, vivo y luminoso, y la dualidad de las maderas con la personalidad que infunde el almizcle, forman un aroma perfecto para mujeres. El frasco divertido, caricaturesco y optimista, es un osito de peluche tierno. Se trata de una botella de cristal rectangular, que representa el cuerpo del Oso, de la que salen los brazos y las piernas. La cabeza del oso es el tapón de la fragancia. El conjunto, especial y auténtico es perfecto para cualquier ocasión, y el perfecto complemento perfecto tanto para hombres como para mujeres.",1211,https://www.rp-luxury.com/es/fragancias-femeninas/1211-3164-moschino-toy-2-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1211.jpg
GIVENCHY L´INTERDIT EDT,,35ml | 50ml | 80ml,$188.700,,"El eco de la excitación se convierte en un sentimiento de euforia. L'Interdit Eau de Toilette para mujeres de Givenchy libera un aliento liberador de aire fresco y encarna la oscuridad y la luz contrastantes de cada mujer. Anclada en la dualidad, esta fragancia femenina de Givenchy es tanto intensa como ligera. El vibrante resplandor de la diáfana flor de Pavot contrasta con la adictiva cabeza de un ramillete blanco de azahar y tuberosa. Estas notas florales de L'Interdit Eau de Toilette para mujeres de Givenchy agitan las profundidades oscuras del vetiver y el pachulí subversivos para crear una composición audaz. L'Interdit, un tributo a la feminidad audaz. Una invitación para desafiar tus límites y explorar la emoción de lo prohibido.",1148,https://www.rp-luxury.com/es/fragancias-femeninas/1148-1313-givenchy-linterdit-edt.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1148.jpg
GUERLAIN AQUALLEGORIA GINGER PICANTE EDT 75ML.,,75ml,$200.000,,"AQUA ALLEGORIA GINGER PICCANTE de Guerlain es un Eau de Toilette para mujer. Con este lanzamiento la firma francesa estamos ante el perfume más osado y estimulante de la colección AQUA ALLEGORIA, ideal para energizar nuestro día a día.",1090,https://www.rp-luxury.com/es/fragancias-femeninas/1090-3668-guerlain-aquallegoria-ginger-picante-edt-75ml.html#/27-talla-75ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1090.jpg
RABANNE LADY MILLION EMPIRE EDP,,30ml | 50ml | 80ml,$143.500,$205.000,"¿Cómo crear tu propio imperio con un millón de estilos? Arriesga todo inmediatamente. Sigue tu fatídico deseo, ignora las críticas y no dejes que nada te detenga. Porque aquí rige el principio «Mi imperio, mis reglas». Paco Rabanne presenta Lady Million Empire. Una fragancia muy provocativa, tan embriagadora y adictiva como el éxito.",1085,https://www.rp-luxury.com/es/fragancias-femeninas/1085-1296-rabanne-lady-million-empire-edp.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1085.jpg
HERMES TWILLY EAU POIVRÉE EAU DE PARFUM,,30ml | 50ml | 85ml,$146.300,$209.000,"El espíritu picante de las chicas Hermes. Una atrevida fragancia coloreada, vibrante, tierna y elegante.",,https://www.rp-luxury.com/es/fragancias-femeninas/1079-1282-hermes-twilly-eau-poivree-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\sin_ref_7029721668175435409.jpg
NINA RICCI LES SORBETS DE LUNA EDICION LIMITADA EDT 80ML.,,80ml,$208.000,,"¡Derretirse en la fruta prohibida de Bella, Nina y Luna! Estas tres delicias maravillosas aparecen en envases icónico. Se trata de una edición limitada que nos invita a dar la bienvenida al verano, un aroma goloso y agradable, como si de un dulce y refrescante. Los frascos de manzana se reinterpretan, parecen muy apetitosos y ... ¡mordidos! Luna sorbets esta imaginado como una interpretación de frutas frescas y un ramo de flores congeladas.",1073,https://www.rp-luxury.com/es/fragancias-femeninas/1073-3663-nina-ricci-les-sorbets-de-luna-edicion-limitada-edt-80ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1073.jpg
KENZO AQUA FEMME EAU DE TOILETTE,,30ml | 50ml,$67.830,$96.900,"Es su tótem, su elemento primordial, su antídoto para la normalidad. Es su patio de recreo favorito, su pasión, mejor aún: su adicción. Los adictos al agua forman una comunidad y finalmente han encontrado su fragancia: AQUA KENZO. AQUA KENZO for Her Eau de Toilette, una inmersión audaz en una fórmula completamente nueva: una esencia exclusiva de mandarina, jugosa y pegadiza, marca el tono con un estallido de frescura. La mordedura de grosella negra verde envía una onda de choque e insinúa la sorpresa que se avecina: ¡un destello colorido! La hoja de frambuesa ultra crujiente agrega una nueva vibración. Un dúo adictivo y desconcertante, un tándem loco y hechizante, iluminado por la deslumbrante sensualidad de los pétalos de Magnolia. Un aroma floral fresco, inusual y radiante.",1067,https://www.rp-luxury.com/es/fragancias-femeninas/1067-6717-kenzo-aqua-femme-eau-de-toilette.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1067.jpg
HERMES TWILLY EAU DE PARFUM,,30ml | 50ml | 85ml,$146.300,$209.000,"«Pensando en las jóvenes, viéndolas vivir, compuse Twilly d’Hermès. Son libres, intrépidas, traviesas e irreverentes, están conectadas, llevan la contraria a las expectativas, juegan contra el viento, imponen su propio ritmo, inventan una cadencia nunca antes vista». Christine Nagel",1055,https://www.rp-luxury.com/es/oportuluxury/1055-6690-hermes-twilly-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1055.jpg
GUERLAIN MON GUERLAIN EDP,,30ml | 50ml | 100ml,$175.000,,"Mon Guerlain es un homenaje a la feminidad contemporánea: una feminidad fuerte, libre, sensual, inspirada en Angelina Jolie.",149,https://www.rp-luxury.com/es/fragancias-femeninas/149-456-guerlain-mon-guerlain-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\149.jpg
NARCISO RODRIGUEZ FOR HER FLEUR MUSC EAU DE PARFUM,,50ml | 100ml,$249.000,,"Para su colección de fragancias es una profunda declaración sobre la sensualidad y la belleza. Esta línea de fragancias tiene una intensidad duradera que es íntima y sensual; es adictivo. Para su musa, Carmen Kass tiene una belleza clásica que es atemporal; transmite confianza sin esfuerzo y sin artificios. Encarna una belleza intrínseca muy pura que tiene profundidad e integridad.",1052,https://www.rp-luxury.com/es/fragancias-femeninas/1052-1266-narciso-rodriguez-for-her-fleur-musc-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1052.jpg
KENZO FLOWER BY KENZO EAU DE PARFUM,,30ml | 50ml | 100ml,$188.300,$269.000,"FLOWER BY KENZO nació de un desafío poético: hacer surgir una flor en la ciudad. Una flor fuerte, libre, para traspasar el hormigón e insuflar su magia. Una flor para tocar a las mujeres. Una flor para hacer el mundo más bello.",,https://www.rp-luxury.com/es/oportuluxury/1038-3270-kenzo-flower-by-kenzo-eau-de-parfum-.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\sin_ref_1772457179856059928.jpg
GIVENCHY ORGANZA EAU DE PARFUM,,100ml,$310.700,,"Quintaesencia de la belleza atemporal, Organza de Givenchy es la mezcla perfecta de refinamiento y sensualidad. Esta voluptuosa fragancia, compuesta por flores blancas realzadas con vainilla, revela con elegancia la sensualidad femenina.",1036,https://www.rp-luxury.com/es/fragancias-femeninas/1036-5549-givenchy-organza-eau-de-parfum-.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1036.jpg
LANCOME LA VIE EST BELLE EAU DE PARFUM,,30ml | 50ml | 75ml,$299.000,,"Eau de Parfum Repartí felicidad con La Vie Est Belle, la fragancia femenina más vendida de Lancôme.",1028,https://www.rp-luxury.com/es/fragancias-femeninas/1028-3260-lancome-la-vie-est-belle-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1028.jpg
MOSCHINO FRESH COUTURE EAU DE TOILETTE 100 Ml,,100ml,$89.000,$178.000,"Fresh Couture de Moschino es un Eau de Toilette para mujerl. Se trata de un perfume fresco, natural y divertido, que ironiza con la sociedad actual, demostrando que lo importante ‘está en el interior’, y, creando una comparación entre lo alto y lo bajo, lo masivo y lo exclusivo y la sencillez y la abundancia. Inicialmente, tenemos que hacer referencia a su impactante envase, que adopta la forma de un spray multiusos. Sí, lo habéis leído bien, un objeto tan mundano como un spray de limpieza cotidiana. Con ello, el director creativo de la firma, sorprendió al mundo entero, creando una fuerte y potente campaña y elevando la expectación hacia el producto. Éste, realiza una burla a la sociedad de hoy en día, que comunmente valora más la imagen de un producto que su propia calidad. Así, pues, nos demuestra, que lo importante, siempre se encuentra en el interior.",1019,https://www.rp-luxury.com/es/fragancias-femeninas/1019-3653-moschino-fresh-couture-eau-de-toilette-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1019.jpg
KENZO JEU D´AMOUR EAU DE TOILETTE,,50ml | 100ml,$154.840,$221.200,"¡Jugar, sonreír, sorprender, seducir, volver a seducir… reinventar el amor! KENZO JEU D’AMOUR desvela una nueva interpretación olfativa de la seducción amorosa. Jeu d'Amour Eau de Toillete desvela una nueva faceta en el juego de la seducción, más alegre y luminosa. ¡Una feminidad radiante y alegre que suscita el deseo de unirse al juego!",1015,https://www.rp-luxury.com/es/fragancias-femeninas/1015-3347-kenzo-jeu-damour-eau-de-toilette.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1015.jpg
ELIZABETH ARDEN TRUE LOVE EAU DE TOILETTE 50 Ml,,50 ml,$45.090,,"Infundida con una aroma sensual que es tan vivido y profundo como el amor mismo. Ella es romantica, clasica y cree en que el amor verdadero es para siempre.",1001,https://www.rp-luxury.com/es/fragancias-femeninas/1001-elizabeth-arden-true-love-eau-de-toilette-50-ml-719346374002.html,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\1001.jpg
